custateomer,state,gender,education,custateomer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,vehicle_classs,customer,customer_lifetime_value
,Oregon,F,High School or Below,,57591,66,0,Corporate Auto,Four-Door Car,316,,EL44544,13009.0
,Nevada,F,Bachelor,,0,71,0,Corporate Auto,Four-Door Car,340,,ST99840,7486.0
,Oregon,M,Master,,34919,82,1,Personal Auto,Four-Door Car,277,,ZS15062,9547.0
,Oregon,M,High School or Below,,76879,101,0,Corporate Auto,Luxury,487,,RJ68578,8110.0
,California,F,Bachelor,,61584,61,0,Corporate Auto,Four-Door Car,205,,AE74442,7379.0
,California,M,High School or Below,,28792,185,3,Corporate Auto,Luxury,1166,,TF80571,6612.0
,Oregon,F,Bachelor,,0,105,0,Corporate Auto,Two-Door Car,504,,YH31618,7452.0
,Washington,M,Master,,26713,71,0,Personal Auto,Four-Door Car,142,,HZ39407,2686.0
,California,F,College,,0,129,0,Personal Auto,SUV,928,,GX38439,4470.0
,Oregon,M,High School or Below,,34244,87,2,Personal Auto,Four-Door Car,417,,FF65294,10348.0
,Oregon,M,College,,25251,66,0,Personal Auto,Four-Door Car,316,,GC40999,11790.0
,Washington,M,Bachelor,,0,68,0,Personal Auto,Four-Door Car,326,,BA87048,4566.0
,Oregon,F,Bachelor,,59848,73,1,Personal Auto,Two-Door Car,131,,DE23903,5905.0
,Nevada,F,College,,39815,64,0,Special Auto,Four-Door Car,91,,UP30859,7492.0
,California,F,Master,,58840,86,0,Corporate Auto,Two-Door Car,73,,PY17715,3427.0
,Washington,F,Master,,97131,64,0,Special Auto,Four-Door Car,307,,NU22358,5181.0
,Arizona,M,College,,58089,118,0,Personal Auto,SUV,566,,BR77413,4686.0
,California,M,Doctor,,0,71,0,Personal Auto,Four-Door Car,340,,FI17798,2710.0
,Arizona,F,College,,0,126,2,Personal Auto,SUV,656,,KN32615,4313.0
,California,M,Bachelor,,21808,119,0,Special Auto,SUV,571,,EB86696,4755.0
,Arizona,M,College,,89771,114,0,Personal Auto,SUV,432,,YB14965,36516.0
,Nevada,F,Master,,36776,65,0,Corporate Auto,Four-Door Car,240,,ZD42550,7792.0
,Arizona,M,Bachelor,,31213,65,0,Corporate Auto,Four-Door Car,312,,FI61655,2549.0
,Oregon,M,Bachelor,,0,115,0,Personal Auto,SUV,987,,PC30692,7521.0
,California,F,Bachelor,,0,61,0,Corporate Auto,Four-Door Car,439,,EK71077,11510.0
,Arizona,M,College,,0,107,0,Personal Auto,SUV,513,,ED91989,7999.0
,California,M,College,,32555,68,0,Personal Auto,Two-Door Car,86,,JH58573,7927.0
,Arizona,M,College,,0,69,0,Personal Auto,Two-Door Car,496,,YP75411,21123.0
,Washington,M,Bachelor,,29735,69,0,Personal Auto,Four-Door Car,331,,FV33188,2453.0
,Washington,M,College,,80590,74,0,Corporate Auto,Four-Door Car,97,,ZQ94561,2981.0
,Oregon,F,Bachelor,,22565,132,0,Personal Auto,SUV,633,,JZ16164,5110.0
,Arizona,M,Master,,54817,137,0,Personal Auto,SUV,209,,MU63232,5351.0
,Oregon,M,College,,0,62,0,Personal Auto,Two-Door Car,42,,CG13512,9015.0
,Oregon,F,College,,55393,74,1,Corporate Auto,Four-Door Car,2,,ZR86524,5903.0
,California,F,High School or Below,,0,83,0,Personal Auto,Four-Door Car,597,,UG38549,8852.0
,California,F,Bachelor,,75634,110,0,Personal Auto,Two-Door Car,432,,HJ37943,13333.0
,Oregon,M,College,,62464,109,0,Personal Auto,Luxury,400,,QA72881,8658.0
,Arizona,M,College,,72648,61,0,Personal Auto,Four-Door Car,120,,BL54814,4871.0
,Nevada,F,Bachelor,,77167,66,0,Personal Auto,Four-Door Car,137,,MG72449,5279.0
,Washington,M,High School or Below,,56980,84,0,Corporate Auto,Two-Door Car,599,,VR66049,6689.0
,California,F,College,,27444,66,0,Personal Auto,Four-Door Car,313,,KC17606,5244.0
,Oregon,M,High School or Below,,57289,86,0,Corporate Auto,Two-Door Car,562,,LB12820,6688.0
,Oregon,M,Bachelor,,84091,105,0,Personal Auto,Four-Door Car,380,,ZH30674,8408.0
,Arizona,M,College,,0,67,2,Personal Auto,Four-Door Car,806,,HX96638,2052.0
,Oregon,M,College,,59590,136,0,Personal Auto,SUV,460,,TT20057,10592.0
,Arizona,F,College,,89672,72,0,Personal Auto,Four-Door Car,309,,AM26598,2913.0
,California,F,Bachelor,,96535,66,0,Personal Auto,Four-Door Car,271,,AY73718,5243.0
,Oregon,F,Doctor,,25575,117,0,Personal Auto,SUV,561,,EL11108,14191.0
,Nevada,F,College,,38910,78,0,Personal Auto,Two-Door Car,20,,FA15811,9426.0
,Arizona,M,Bachelor,,39426,114,0,Special Auto,SUV,412,,BA51898,4521.0
,California,F,High School or Below,,28304,91,2,Personal Auto,Four-Door Car,655,,PP30874,3579.0
,Arizona,M,College,,52210,80,0,Personal Auto,Four-Door Car,384,,MN74944,6285.0
,Nevada,F,Bachelor,,0,102,0,Personal Auto,SUV,273,,FK94501,7844.0
,Oregon,M,Master,,94851,104,0,Personal Auto,Four-Door Car,190,,HZ84382,8283.0
,Arizona,M,Bachelor,,0,67,0,Personal Auto,Four-Door Car,399,,FA89548,2436.0
,Washington,M,Bachelor,,18608,71,0,Personal Auto,Four-Door Car,340,,GD29440,2538.0
,Oregon,F,College,,41025,92,0,Personal Auto,Four-Door Car,20,,DE21910,7304.0
,Oregon,M,High School or Below,,71449,102,0,Personal Auto,SUV,734,,CH50584,32474.0
,California,F,Bachelor,,92653,83,1,Personal Auto,Four-Door Car,456,,JV97593,6674.0
,Nevada,F,Bachelor,,33190,106,0,Personal Auto,SUV,508,,ND68993,33473.0
,Oregon,F,College,,24290,82,0,Personal Auto,Four-Door Car,393,,YT46746,6459.0
,Oregon,F,College,,22571,63,0,Corporate Auto,Four-Door Car,302,,RF94484,4605.0
,California,F,High School or Below,,26409,71,0,Personal Auto,Four-Door Car,475,,No19664,5686.0
,Arizona,M,High School or Below,,21616,93,0,Personal Auto,Two-Door Car,944,,BA97018,6608.0
,Oregon,M,College,,36463,92,0,Personal Auto,Four-Door Car,441,,HY16703,7158.0
,California,F,Bachelor,,14290,271,0,Personal Auto,Luxury,1300,,MA15172,10179.0
,California,M,Bachelor,,34645,69,3,Special Auto,Two-Door Car,220,,WO81184,5052.0
,Washington,M,Bachelor,,67001,131,0,Personal Auto,SUV,463,,FX39582,5201.0
,California,F,Bachelor,,96200,107,0,Personal Auto,Two-Door Car,513,,ZG23976,8632.0
,Arizona,M,High School or Below,,69241,93,0,Personal Auto,Four-Door Car,111,,WE25756,7350.0
,California,F,Bachelor,,55843,64,0,Corporate Auto,Two-Door Car,307,,AP59947,7690.0
,California,F,Bachelor,,20305,76,1,Personal Auto,Two-Door Car,496,,JG31799,8259.0
,Oregon,F,Bachelor,,0,68,0,Corporate Auto,Two-Door Car,489,,XY28151,2317.0
,Oregon,M,Bachelor,,44329,112,0,Personal Auto,SUV,537,,ZB72138,8929.0
,Arizona,M,High School or Below,,44279,61,0,Personal Auto,Two-Door Car,292,,OP52966,4854.0
,California,F,College,,0,87,3,Personal Auto,Four-Door Car,420,,TG67664,2659.0
,Oregon,F,College,,34695,113,0,Personal Auto,SUV,100,,DH14632,8750.0
,Arizona,M,High School or Below,,79297,64,0,Personal Auto,Four-Door Car,72,,QN26812,5054.0
,Arizona,M,Bachelor,,0,62,0,Corporate Auto,Four-Door Car,297,,PD97837,2199.0
,Nevada,M,Bachelor,,84183,72,0,Personal Auto,Four-Door Car,255,,LX67597,5715.0
,California,M,Doctor,,53375,79,0,Personal Auto,Four-Door Car,127,,VH35998,9566.0
,California,F,High School or Below,,32046,127,0,Corporate Auto,SUV,475,,UE54045,10094.0
,Nevada,M,High School or Below,,91393,67,0,Personal Auto,Two-Door Car,460,,XA50997,5444.0
,California,F,Bachelor,,76731,64,0,Personal Auto,Four-Door Car,201,,GM37281,2582.0
,Oregon,M,Master,,82081,249,0,Personal Auto,Luxury,753,,QT84069,50568.0
,Oregon,F,High School or Below,,51337,88,0,Corporate Auto,Four-Door Car,72,,MG74662,3484.0
,California,M,Bachelor,,74015,72,0,Personal Auto,Four-Door Car,471,,EP46328,5555.0
,Arizona,F,Bachelor,,0,117,0,Personal Auto,SUV,842,,UL87052,4173.0
,Oregon,F,High School or Below,,0,77,0,Personal Auto,Four-Door Car,554,,GA93544,2897.0
,California,F,Bachelor,,68849,67,0,Corporate Auto,Two-Door Car,252,,EW73206,8044.0
,Oregon,F,College,,37376,99,0,Personal Auto,Four-Door Car,65,,MV19629,7716.0
,Oregon,F,High School or Below,,0,64,0,Corporate Auto,Four-Door Car,621,,TK67721,2274.0
,California,M,College,,62464,109,0,Personal Auto,Luxury,400,,AD38685,8658.0
,Arizona,F,High School or Below,,88304,95,0,Personal Auto,Four-Door Car,276,,LX72964,11260.0
,Oregon,M,College,,0,112,0,Special Auto,SUV,682,,MR37609,16414.0
,Nevada,F,Bachelor,,65900,62,0,Personal Auto,Four-Door Car,297,,OG30514,20018.0
,Washington,F,Bachelor,,0,67,0,Personal Auto,Two-Door Car,321,,GJ44951,4698.0
,Oregon,M,High School or Below,,61374,113,0,Corporate Auto,Two-Door Car,210,,YB19340,9002.0
,California,M,Bachelor,,0,110,1,Corporate Auto,SUV,528,,BD42101,25030.0
,Oregon,M,Doctor,,31841,78,0,Personal Auto,Four-Door Car,126,,RZ89024,3102.0
,Oregon,F,High School or Below,,27861,65,0,Corporate Auto,Four-Door Car,312,,ZO20633,2587.0
,Arizona,M,College,,0,83,3,Personal Auto,Four-Door Car,736,,KL39500,4983.0
,Oregon,F,Doctor,,0,84,1,Corporate Auto,Four-Door Car,481,,QK24293,6265.0
,Nevada,F,High School or Below,,94550,90,0,Personal Auto,Four-Door Car,432,,RW71963,7233.0
,Nevada,M,College,,39604,68,0,Personal Auto,Four-Door Car,63,,HR71115,5357.0
,Nevada,F,Bachelor,,42928,93,0,Personal Auto,Four-Door Car,651,,UL55837,11130.0
,Washington,F,Bachelor,,54737,66,0,Personal Auto,Four-Door Car,391,,IW77519,2610.0
,Arizona,M,College,,0,68,0,Corporate Auto,Two-Door Car,489,,CR88883,7452.0
,California,F,High School or Below,,80587,78,0,Personal Auto,Four-Door Car,276,,YD58301,6352.0
,Oregon,F,High School or Below,,0,194,0,Corporate Auto,Luxury,931,,RT60959,14585.0
,California,M,College,,80028,86,0,Corporate Auto,Four-Door Car,114,,KC67832,17292.0
,Arizona,F,High School or Below,,11904,61,2,Personal Auto,Two-Door Car,292,,DK92014,4254.0
,Arizona,F,High School or Below,,54872,121,0,Personal Auto,SUV,580,,ZA44520,9621.0
,California,M,College,,0,99,0,Personal Auto,Two-Door Car,204,,AJ69060,14260.0
,Washington,M,College,,0,74,0,Corporate Auto,Two-Door Car,532,,ME35315,7756.0
,Arizona,M,College,,46417,74,0,Corporate Auto,Four-Door Car,164,,BU61331,5875.0
,Washington,F,College,,46239,67,3,Personal Auto,Four-Door Car,6,,XI68015,4946.0
,Oregon,F,College,,0,73,0,Personal Auto,Four-Door Car,350,,HG51739,2660.0
,Oregon,F,High School or Below,,25550,61,0,Personal Auto,Four-Door Car,439,,FI22970,2372.0
,Nevada,F,Bachelor,,27514,197,0,Personal Auto,SUV,1367,,OF93412,15613.0
,Nevada,M,High School or Below,,84417,98,0,Personal Auto,Two-Door Car,139,,AH97088,7803.0
,Oregon,F,High School or Below,,55906,86,0,Personal Auto,Four-Door Car,58,,BI81476,10346.0
,California,M,High School or Below,,21638,65,0,Personal Auto,Four-Door Car,468,,IA18854,4960.0
,Oregon,M,Bachelor,,16121,65,2,Corporate Auto,Four-Door Car,312,,OO62338,7099.0
,Oregon,M,College,,36261,68,0,Personal Auto,Four-Door Car,16,,JH35547,24442.0
,Oregon,F,High School or Below,,11432,119,0,Personal Auto,SUV,571,,DY34638,13466.0
,Arizona,F,Bachelor,,62566,65,1,Corporate Auto,Four-Door Car,48,,MT16688,2598.0
,Oregon,F,High School or Below,,10312,78,0,Personal Auto,Four-Door Car,486,,NN51066,2886.0
,Oregon,M,High School or Below,,67778,64,1,Personal Auto,Four-Door Car,171,,YF73402,2566.0
,Washington,F,Master,,92895,77,0,Personal Auto,Two-Door Car,43,,ZR56751,6252.0
,California,F,College,,55290,65,0,Personal Auto,Four-Door Car,13,,GR32910,5174.0
,California,F,Bachelor,,23377,116,0,Personal Auto,Four-Door Car,556,,MZ89625,9263.0
,California,F,College,,38713,66,4,Personal Auto,Four-Door Car,316,,IK51081,4834.0
,Arizona,F,Bachelor,,0,66,1,Personal Auto,Four-Door Car,145,,VI34110,2361.0
,Nevada,M,College,,56342,69,0,Corporate Auto,Four-Door Car,331,,VH62312,2674.0
,Oregon,M,College,,29593,137,0,Personal Auto,Luxury,657,,YU39743,16159.0
,Nevada,F,High School or Below,,18495,113,0,Personal Auto,SUV,542,,RO57944,26197.0
,California,F,High School or Below,,82887,66,1,Corporate Auto,Four-Door Car,420,,VL32622,2664.0
,Oregon,F,Master,,71366,94,0,Personal Auto,Four-Door Car,265,,NV35796,15162.0
,California,M,College,,49078,97,0,Corporate Auto,Four-Door Car,484,,UU32345,22332.0
,Arizona,F,College,,10787,71,0,Personal Auto,Two-Door Car,697,,YM94448,4995.0
,California,F,High School or Below,,0,73,0,Personal Auto,Four-Door Car,350,,WX46704,16109.0
,Arizona,M,High School or Below,,10194,65,0,Personal Auto,Two-Door Car,312,,HY35960,4957.0
,Oregon,M,High School or Below,,81763,72,1,Personal Auto,Two-Door Car,518,,PB41497,2866.0
,Arizona,F,College,,59763,73,0,Personal Auto,Two-Door Car,350,,GP37412,8719.0
,California,F,College,,0,78,0,Special Auto,Four-Door Car,561,,KU62853,22448.0
,Arizona,F,College,,96832,85,0,Personal Auto,Two-Door Car,408,,EA87824,6864.0
,California,F,College,,21135,130,0,Personal Auto,SUV,678,,DM42912,4980.0
,California,M,High School or Below,,16143,62,1,Personal Auto,Four-Door Car,32,,HK50871,2312.0
,Arizona,M,Bachelor,,74015,72,0,Personal Auto,Four-Door Car,471,,ZX73673,5555.0
,Arizona,M,High School or Below,,84178,74,0,Personal Auto,Two-Door Car,12,,EO95783,26763.0
,Arizona,M,Bachelor,,0,70,0,Personal Auto,Two-Door Car,504,,TR18791,2471.0
,Oregon,F,High School or Below,,0,63,0,Personal Auto,Four-Door Car,661,,DC83427,17759.0
,California,M,College,,63936,189,0,Personal Auto,Luxury,765,,OG31942,14628.0
,Washington,M,Bachelor,,0,83,0,Personal Auto,Four-Door Car,597,,AK17025,5801.0
,Oregon,F,High School or Below,,37940,129,0,Special Auto,SUV,512,,RT17851,5209.0
,Washington,F,High School or Below,,30703,70,0,Personal Auto,Four-Door Car,336,,UF56271,2814.0
,Arizona,F,College,,54898,69,0,Corporate Auto,Two-Door Car,176,,BP25150,5417.0
,Oregon,M,Bachelor,,89030,139,0,Personal Auto,SUV,49,,XT34986,16775.0
,California,F,College,,15630,115,1,Personal Auto,SUV,656,,OI74902,7980.0
,Arizona,F,Bachelor,,35625,65,1,Personal Auto,Four-Door Car,288,,GV33313,5107.0
,Nevada,M,High School or Below,,48329,67,0,Corporate Auto,Four-Door Car,470,,WA54110,2690.0
,California,F,High School or Below,,11904,61,2,Personal Auto,Two-Door Car,292,,IS94199,4254.0
,Arizona,F,Bachelor,,12261,125,0,Personal Auto,SUV,600,,XE22944,4643.0
,Arizona,M,High School or Below,,0,86,0,Personal Auto,Four-Door Car,39,,CK24264,6217.0
,California,F,Master,,87810,94,3,Personal Auto,Four-Door Car,225,,BF54215,11373.0
,Oregon,M,Bachelor,,64744,139,0,Personal Auto,SUV,41,,HW85007,10861.0
,Arizona,M,Doctor,,0,117,0,Personal Auto,SUV,957,,PA56702,8569.0
,Washington,M,Bachelor,,60735,135,0,Personal Auto,SUV,571,,VD87432,16069.0
,Washington,F,Bachelor,,0,67,0,Personal Auto,Two-Door Car,482,,GG57214,2410.0
,California,M,Bachelor,,36261,118,0,Corporate Auto,SUV,1197,,EK10022,14057.0
,Nevada,M,High School or Below,,0,135,0,Personal Auto,Luxury,648,,IV97881,4872.0
,Washington,F,Master,,0,122,0,Corporate Auto,Luxury,650,,GS85403,9031.0
,California,M,High School or Below,,23277,77,2,Corporate Auto,Four-Door Car,369,,UO48558,2993.0
,Arizona,F,High School or Below,,50320,73,0,Personal Auto,Four-Door Car,297,,SX18141,5846.0
,Washington,F,High School or Below,,49675,65,0,Personal Auto,Two-Door Car,312,,KK26955,2589.0
,Arizona,M,High School or Below,,19508,61,0,Personal Auto,Two-Door Car,292,,PV12088,6558.0
,Oregon,M,Bachelor,,20815,110,0,Personal Auto,SUV,528,,TV97612,8105.0
,Nevada,M,High School or Below,,46621,61,0,Corporate Auto,Four-Door Car,30,,VA95387,7232.0
,Arizona,F,High School or Below,,22775,184,0,Personal Auto,Luxury,883,,XF93358,13599.0
,California,F,Bachelor,,91814,63,0,Personal Auto,Two-Door Car,167,,WP64059,5093.0
,Arizona,M,College,,20396,76,1,Personal Auto,Four-Door Car,364,,YY63521,6047.0
,California,F,High School or Below,,73836,182,3,Personal Auto,Luxury,553,,FH69597,7172.0
,Nevada,F,Bachelor,,55910,86,0,Personal Auto,Four-Door Car,324,,UT76436,3438.0
,California,F,High School or Below,,43054,68,0,Personal Auto,Four-Door Car,326,,VA94160,5418.0
,Arizona,F,Bachelor,,64543,65,0,Personal Auto,Four-Door Car,200,,NJ55678,7824.0
,Oregon,M,Bachelor,,75988,67,0,Personal Auto,Four-Door Car,200,,OJ60800,7930.0
,Arizona,M,College,,0,64,0,Personal Auto,Four-Door Car,572,,PG20605,9321.0
,Arizona,F,College,,29051,73,0,Personal Auto,Two-Door Car,153,,UT88283,2775.0
,Arizona,F,Bachelor,,87382,72,0,Personal Auto,Four-Door Car,345,,AF48816,5792.0
,California,F,College,,30694,91,1,Personal Auto,Four-Door Car,436,,SY93381,3596.0
,Washington,M,High School or Below,,0,85,0,Personal Auto,Four-Door Car,877,,ZI63885,14713.0
,California,M,High School or Below,,49259,144,0,Personal Auto,Luxury,820,,SD41771,44520.0
,Oregon,F,High School or Below,,47528,77,1,Personal Auto,Four-Door Car,277,,IG80910,3071.0
,Nevada,M,Bachelor,,70624,106,0,Corporate Auto,SUV,49,,RA62452,8471.0
,California,F,College,,0,64,0,Corporate Auto,Four-Door Car,505,,NI88122,7205.0
,Oregon,F,Doctor,,31409,93,0,Personal Auto,Four-Door Car,381,,LG90006,11154.0
,Nevada,F,High School or Below,,35504,128,0,Personal Auto,SUV,404,,XZ83249,10168.0
,Washington,F,Bachelor,,44833,72,0,Personal Auto,Two-Door Car,345,,EP26605,5688.0
,Washington,F,High School or Below,,24423,67,0,Corporate Auto,Two-Door Car,321,,LW29130,5272.0
,California,M,Bachelor,,0,127,0,Personal Auto,SUV,609,,UD61088,13799.0
,Oregon,F,College,,0,69,3,Personal Auto,Four-Door Car,433,,UY81122,4167.0
,Arizona,M,High School or Below,,0,61,0,Personal Auto,Four-Door Car,439,,ED87136,4242.0
,Nevada,F,Bachelor,,96917,71,0,Personal Auto,Two-Door Car,373,,PK58026,5736.0
,Arizona,M,Bachelor,,84450,68,0,Corporate Auto,Four-Door Car,291,,OD79784,2679.0
,Arizona,F,College,,0,111,0,Personal Auto,SUV,1018,,OO79691,11828.0
,Arizona,F,High School or Below,,0,115,0,Corporate Auto,Four-Door Car,840,,PE72393,11905.0
,Arizona,F,College,,10097,110,0,Personal Auto,Four-Door Car,218,,QG39997,4212.0
,California,F,College,,33255,138,0,Personal Auto,Luxury,662,,ET45138,5553.0
,Oregon,F,Bachelor,,94132,73,0,Personal Auto,Four-Door Car,350,,WP46383,26538.0
,Oregon,M,Master,,42602,85,3,Personal Auto,Two-Door Car,63,,FJ12205,6511.0
,Nevada,M,Doctor,,17250,62,0,Personal Auto,Four-Door Car,175,,KE42114,4730.0
,California,M,College,,74212,73,0,Personal Auto,Four-Door Car,188,,CO15448,2908.0
,Washington,M,Bachelor,,85756,61,0,Personal Auto,Four-Door Car,117,,SU31072,4821.0
,Arizona,F,Bachelor,,24910,63,1,Personal Auto,Four-Door Car,347,,LC87490,2248.0
,Oregon,M,Bachelor,,41596,66,0,Personal Auto,Four-Door Car,316,,OT36536,5232.0
,Nevada,M,Bachelor,,72202,63,0,Corporate Auto,Two-Door Car,453,,DE59454,2557.0
,California,M,Bachelor,,33967,76,0,Personal Auto,Four-Door Car,364,,VS63956,5871.0
,California,F,Master,,77951,93,3,Corporate Auto,Two-Door Car,19,,TR39403,3681.0
,Oregon,F,Doctor,,77521,73,0,Personal Auto,Two-Door Car,350,,AB62982,5918.0
,Oregon,M,College,,0,109,0,Personal Auto,Luxury,852,,QP76867,16152.0
,Arizona,M,Bachelor,,86305,62,0,Corporate Auto,Four-Door Car,80,,MO41014,4984.0
,Arizona,M,High School or Below,,0,92,2,Personal Auto,Four-Door Car,662,,EK56325,6637.0
,California,F,High School or Below,,57693,76,0,Personal Auto,Four-Door Car,547,,LB59405,5979.0
,Oregon,F,College,,0,112,3,Corporate Auto,SUV,78,,JI37927,7736.0
,California,M,Bachelor,,33137,74,0,Personal Auto,Two-Door Car,472,,OJ43280,5644.0
,Washington,M,High School or Below,,0,68,0,Personal Auto,Four-Door Car,489,,YW43854,6944.0
,California,F,College,,44938,183,0,Personal Auto,Luxury,2069,,AL43475,7373.0
,Oregon,M,High School or Below,,33617,117,0,Personal Auto,Four-Door Car,761,,XY80192,13979.0
,Arizona,M,College,,38460,61,0,Personal Auto,Four-Door Car,191,,PI71828,2395.0
,California,M,College,,0,67,0,Personal Auto,Four-Door Car,482,,RQ94849,2387.0
,Washington,F,College,,40171,123,0,Personal Auto,SUV,576,,JX93039,4883.0
,Washington,F,High School or Below,,0,64,0,Personal Auto,Four-Door Car,307,,KF44948,20496.0
,Nevada,M,Doctor,,36631,62,0,Personal Auto,Four-Door Car,67,,OK14812,2491.0
,Nevada,F,Bachelor,,74335,187,0,Corporate Auto,Luxury,896,,UV49359,7372.0
,California,F,Bachelor,,79421,104,0,Personal Auto,Four-Door Car,115,,IZ88103,12625.0
,Oregon,M,Bachelor,,38466,68,0,Personal Auto,Two-Door Car,204,,QC27179,5261.0
,Arizona,F,College,,54495,61,0,Personal Auto,Four-Door Car,182,,VC47959,4895.0
,Oregon,F,College,,0,112,0,Special Auto,Luxury,806,,BN45584,4034.0
,Oregon,F,Bachelor,,14290,271,0,Personal Auto,Luxury,1300,,YP53257,10179.0
,California,M,College,,0,73,0,Personal Auto,Two-Door Car,350,,VP84987,17497.0
,Nevada,M,Bachelor,,45776,89,0,Personal Auto,Four-Door Car,95,,LK57934,10569.0
,Arizona,M,College,,94263,98,0,Personal Auto,Four-Door Car,112,,AV49798,7842.0
,Washington,F,High School or Below,,12181,108,0,Personal Auto,Four-Door Car,591,,RD73104,7942.0
,California,M,Bachelor,,97268,85,0,Personal Auto,Four-Door Car,35,,IZ17303,17002.0
,California,F,College,,28995,67,0,Personal Auto,Four-Door Car,321,,PK79296,2602.0
,Oregon,F,High School or Below,,25030,113,4,Personal Auto,Luxury,542,,VA82895,4112.0
,Oregon,F,College,,12613,70,0,Personal Auto,Four-Door Car,336,,WC66749,5213.0
,California,F,Bachelor,,0,64,0,Personal Auto,Two-Door Car,460,,JO68735,2292.0
,California,M,High School or Below,,25927,103,0,Personal Auto,SUV,674,,JA55700,3933.0
,Arizona,F,College,,0,134,0,Corporate Auto,SUV,643,,IX97339,9234.0
,Oregon,M,College,,28215,65,0,Personal Auto,Two-Door Car,468,,DH93540,4650.0
,Nevada,M,Bachelor,,18375,103,0,Personal Auto,Luxury,535,,KV56995,3954.0
,California,F,High School or Below,,43221,87,0,Special Auto,Four-Door Car,398,,PA15141,6953.0
,California,M,Bachelor,,0,84,0,Personal Auto,Four-Door Car,849,,FC48492,2876.0
,Washington,F,Doctor,,0,84,1,Personal Auto,Four-Door Car,481,,ZJ29643,6265.0
,Oregon,M,High School or Below,,52082,79,0,Personal Auto,Four-Door Car,379,,EC22495,3145.0
,California,M,High School or Below,,50719,68,0,Personal Auto,Four-Door Car,394,,RO87000,2688.0
,Washington,F,Bachelor,,0,123,0,Personal Auto,SUV,590,,YU35148,4749.0
,California,F,High School or Below,,0,110,0,Corporate Auto,SUV,528,,BW51534,8364.0
,California,M,High School or Below,,39248,87,0,Personal Auto,Four-Door Car,386,,ER50891,3450.0
